id,routing_id,producing_step_id,step_number,created_at,updated_at,description,boo_ id,BOO_ version _id
31,8,7,4,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,8,8
32,9,4,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,9,9
33,9,5,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,9,9
34,9,6,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,9,9
35,9,7,4,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,9,9
36,10,4,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,10,10
37,10,5,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,10,10
38,10,6,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,10,10
39,10,7,4,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,10,10
40,11,4,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,11,11
41,11,5,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,11,11
42,11,6,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,11,11
43,11,7,4,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,11,11
44,12,4,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,12,12
45,12,5,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,12,12
46,12,6,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,12,12
47,12,7,4,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,12,12
48,13,4,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,13,13
49,13,5,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,13,13
50,13,6,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,13,13
51,13,7,4,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,13,13
52,14,4,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,14,14
53,14,5,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,14,14
54,14,6,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,14,14
55,14,7,4,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,14,14
56,15,4,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,15,15
57,15,5,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,15,15
58,15,6,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,15,15
59,15,7,4,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,15,15
60,16,4,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,16,16
61,16,5,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,16,16
62,16,6,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,16,16
63,16,7,4,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,16,16
64,17,4,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,17,17
65,17,5,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,17,17
66,17,6,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,17,17
67,17,7,4,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,17,17
68,18,4,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,18,18
69,18,5,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,18,18
70,18,6,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,18,18
71,18,7,4,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,18,18
72,19,4,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,19,19
73,19,5,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,19,19
74,19,6,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,19,19
75,19,7,4,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,19,19
76,20,4,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,20,20
77,20,5,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,20,20
78,20,6,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,20,20
79,20,7,4,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,20,20
80,21,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,21,21
81,21,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,21,21
82,21,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,21,21
83,22,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,22,22
84,22,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,22,22
85,22,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,22,22
86,23,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,23,23
87,23,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,23,23
88,23,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,23,23
89,24,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,24,24
90,24,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,24,24
91,24,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,24,24
92,25,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,25,25
93,25,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,25,25
94,25,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,25,25
95,26,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,26,26
96,26,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,26,26
97,26,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,26,26
98,27,11,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,27,27
99,28,11,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,28,28
100,29,11,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,29,29
101,30,11,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,30,30
102,31,11,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,31,31
103,32,11,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,32,32
104,33,11,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,33,33
105,34,11,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,34,34
106,35,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,35,35
107,35,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,35,35
108,35,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,35,35
109,36,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,36,36
110,36,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,36,36
111,36,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,36,36
112,37,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,37,37
113,37,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,37,37
114,37,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,37,37
115,38,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,38,38
116,38,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,38,38
117,38,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,38,38
118,39,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,39,39
119,39,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,39,39
120,39,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,39,39
121,40,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,40,40
122,40,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,40,40
123,40,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,40,40
124,41,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,41,41
125,41,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,41,41
126,41,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,41,41
127,42,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,42,42
128,42,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,42,42
129,42,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,42,42
130,43,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,43,43
131,43,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,43,43
132,43,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,43,43
133,44,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,44,44
134,44,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,44,44
135,44,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,44,44
136,45,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,45,45
137,45,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,45,45
138,45,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,45,45
139,46,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,46,46
140,46,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,46,46
141,46,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,46,46
142,47,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,47,47
143,47,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,47,47
144,47,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,47,47
145,48,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,48,48
146,48,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,48,48
147,48,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,48,48
148,49,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,49,49
149,49,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,49,49
150,49,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,49,49
151,50,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,50,50
152,50,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,50,50
153,50,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,50,50
154,51,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,51,51
155,51,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,51,51
156,51,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,51,51
157,52,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,52,52
158,52,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,52,52
159,52,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,52,52
160,53,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,53,53
161,53,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,53,53
162,53,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,53,53
163,54,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,54,54
164,54,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,54,54
165,54,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,54,54
166,55,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,55,55
167,55,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,55,55
168,55,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,55,55
169,56,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,56,56
170,56,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,56,56
171,56,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,56,56
172,57,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,57,57
173,57,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,57,57
174,57,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,57,57
175,58,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,58,58
176,58,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,58,58
177,58,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,58,58
178,59,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,59,59
179,59,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,59,59
180,59,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,59,59
181,60,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,60,60
182,60,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,60,60
183,60,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,60,60
184,61,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,61,61
185,61,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,61,61
186,61,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,61,61
187,62,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,62,62
188,62,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,62,62
189,62,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,62,62
190,63,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,63,63
191,63,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,63,63
192,63,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,63,63
193,64,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,64,64
194,64,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,64,64
195,64,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,64,64
196,65,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,65,65
197,65,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,65,65
198,65,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,65,65
199,66,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,66,66
200,66,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,66,66
201,66,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,66,66
202,67,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,67,67
203,67,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,67,67
204,67,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,67,67
205,68,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,68,68
206,68,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,68,68
207,68,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,68,68
208,69,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,69,69
209,69,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,69,69
210,69,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,69,69
211,70,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,70,70
212,70,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,70,70
213,70,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,70,70
214,71,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,71,71
215,71,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,71,71
216,71,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,71,71
217,72,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,72,72
218,72,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,72,72
219,72,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,72,72
220,73,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,73,73
221,73,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,73,73
222,73,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,73,73
223,74,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,74,74
224,74,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,74,74
225,74,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,74,74
226,75,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,75,75
227,75,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,75,75
228,75,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,75,75
229,76,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,76,76
230,76,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,76,76
231,76,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,76,76
232,77,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,77,77
233,77,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,77,77
234,77,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,77,77
235,78,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,78,78
236,78,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,78,78
237,78,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,78,78
238,79,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,79,79
239,79,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,79,79
240,79,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,79,79
241,80,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,80,80
242,80,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,80,80
243,80,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,80,80
244,81,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,81,81
245,81,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,81,81
246,81,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,81,81
247,82,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,82,82
248,82,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,82,82
249,82,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,82,82
250,83,8,1,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,83,83
251,83,9,2,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,83,83
252,83,10,3,2024-09-12 09:16:40.004424 +00:00,2024-09-12 09:16:40.004424 +00:00,,83,83
